,example_id,sentence,sentence_label,left_tree,left_label,right_tree,right_label
655,00656,"Perhaps not since Nelson Eddy crooned his Indian Love Call to Jeanette MacDonald has there been a movie so unabashedly Canadian , not afraid to risk American scorn or disinterest .",neutral,Perhaps not since Nelson Eddy,neutral,"crooned his Indian Love Call to Jeanette MacDonald has there been a movie so unabashedly Canadian , not afraid to risk American scorn or disinterest .",neutral
656,00657,Wedding feels a bit anachronistic .,negative,Wedding,positive,feels a bit anachronistic .,negative
657,00658,"Still , not every low-budget movie must be quirky or bleak , and a happy ending is no cinematic sin .",neutral,Still,neutral,", not every low-budget movie must be quirky or bleak , and a happy ending is no cinematic sin .",neutral
658,00659,"It 's still a comic book , but Maguire makes it a comic book with soul .",positive,"It 's still a comic book , but Maguire makes it a comic book with soul",positive,.,neutral
659,00660,"Brings to a spectacular completion one of the most complex , generous and subversive artworks of the last decade .",positive,"Brings to a spectacular completion one of the most complex , generous and subversive artworks of the last decade",positive,.,neutral
660,00661,"An amusing and unexpectedly insightful examination of sexual jealousy , resentment and the fine line between passion and pretence .",positive,"An amusing and unexpectedly insightful examination of sexual jealousy , resentment and the fine",positive,line between passion and pretence .,positive
661,00662,"A fascinating , bombshell documentary that should shame Americans , regardless of whether or not ultimate blame finally lies with Kissinger .",positive,"A fascinating , bombshell documentary that should shame Americans , regardless of whether or not ultimate blame",positive,finally lies with Kissinger .,neutral
662,00663,Should be required viewing for civics classes and would-be public servants alike .,positive,Should be required viewing for civics classes and would-be public servants alike,positive,.,neutral
663,00664,Adaptation 's success in engaging the audience in the travails of creating a screenplay is extraordinary .,positive,Adaptation 's success in engaging the audience in the travails of creating a screenplay,positive,is extraordinary .,positive
664,00665,A polished and vastly entertaining caper film that puts the sting back into the con .,positive,A polished and vastly entertaining caper film that puts the sting back into the con,positive,.,neutral
665,00666,"It 's no surprise that as a director Washington demands and receives excellent performances , from himself and from newcomer Derek Luke .",positive,It,neutral,"'s no surprise that as a director Washington demands and receives excellent performances , from himself and from newcomer Derek Luke .",positive
666,00667,"... while each moment of this broken character study is rich in emotional texture , the journey does n't really go anywhere .",negative,...,neutral,"while each moment of this broken character study is rich in emotional texture , the journey does n't really go anywhere .",neutral
667,00668,"The film gets close to the chimps the same way Goodall did , with a serious minded patience , respect and affection .",positive,The film,neutral,"gets close to the chimps the same way Goodall did , with a serious minded patience , respect and affection .",positive
668,00669,It 's an often-cute film but either needs more substance to fill the time or some judicious editing .,neutral,It,neutral,'s an often-cute film but either needs more substance to fill the time or some judicious editing .,neutral
669,00670,This may be Burns 's strongest film since The Brothers McMullen .,positive,This,neutral,may be Burns 's strongest film since The Brothers McMullen .,positive
670,00671,What makes this film special is Serry 's ability to take what is essentially a contained family conflict and put it into a much larger historical context .,positive,What makes this film special,positive,is Serry 's ability to take what is essentially a contained family conflict and put it into a much larger historical context .,positive
671,00672,It 's Quaid who anchors the film with his effortless performance and that trademark grin of his -- so perfect for a ballplayer .,positive,It,neutral,'s Quaid who anchors the film with his effortless performance and that trademark grin of his -- so perfect for a ballplayer .,positive
672,00673,"It is OK for a movie to be something of a sitcom apparatus , if the lines work , the humor has point and the actors are humanly engaged .",positive,"It is OK for a movie to be something of a sitcom apparatus , if the lines work , the humor has point and the actors are humanly engaged",positive,.,neutral
673,00674,"Though not for everyone , The Guys is a somber trip worth taking .",neutral,Though not for everyone,neutral,", The Guys is a somber trip worth taking .",positive
674,00675,"A sly female empowerment movie , although not in a way anyone would expect .",positive,"A sly female empowerment movie , although not in a way anyone",neutral,would expect .,neutral
675,00676,"You really have to salute writer-director Haneke -LRB- he adapted Elfriede Jelinek 's novel -RRB- for making a film that is n't nearly as graphic but much more powerful , brutally shocking and difficult to watch .",neutral,You,neutral,"really have to salute writer-director Haneke -LRB- he adapted Elfriede Jelinek 's novel -RRB- for making a film that is n't nearly as graphic but much more powerful , brutally shocking and difficult to watch .",positive
676,00677,"It 's a wonderful , sobering , heart-felt drama .",positive,It,neutral,"'s a wonderful , sobering , heart-felt drama .",positive
677,00678,Runs on the pure adrenalin of Pacino 's performance .,positive,Runs on the pure adrenalin of Pacino 's performance,positive,.,neutral
678,00679,The Paradiso 's rusted-out ruin and ultimate collapse during the film 's final -LRB- restored -RRB- third ... emotionally belittle a cinema classic .,negative,The Paradiso 's rusted-out ruin and ultimate collapse during the film 's final -LRB- restored -RRB- third ...,negative,emotionally belittle a cinema classic .,negative
